Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
ORD-4F40BB7F,5/29/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,None,0.5,6.7,4.23,5371.5,7162,Standard Shipping
ORD-5BF8ED9C,1/13/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,21,18,0,On Time,None,0.25,2.9,4.25,701.88,1123,Standard Shipping
ORD-FC390595,7/9/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,29,0,On Time,None,0.13,4.4,3.21,3562.89,6306,Standard Shipping
ORD-895F1BE6,6/14/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,11,2,Late,Port Congestion,0.32,3.3,2.15,5532.12,7620,Standard Shipping
ORD-2B832AFC,11/15/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,24,0,On Time,None,0.47,7.6,1.2,2334.36,3176,Standard Shipping
ORD-8BD54034,1/19/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,31,44,13,Late,Geopolitical Conflict (Route Diversion),0.11,8.2,5.16,2839.82,3198,Re-routing
ORD-99F1A7B9,4/13/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,None,0.76,8.2,2.14,1825.12,2074,Standard Shipping
ORD-2A30942C,5/19/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,29,0,On Time,None,0.36,0.1,3.41,650.08,956,Standard Shipping
ORD-0F640763,2/18/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.18,6.7,4.42,1803.04,3056,Standard Shipping
ORD-CE9F7E83,6/21/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,15,12,0,On Time,None,0.66,6.6,4.6,3647.85,4395,Standard Shipping
ORD-7DDA5BDF,9/5/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,36,35,0,On Time,None,0.38,8,3.3,5495.16,7964,Standard Shipping
ORD-336461B6,11/19/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,11,0,On Time,None,0.36,4.4,4.01,4847.04,7128,Standard Shipping
ORD-C58222D9,2/8/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,13,12,0,On Time,None,0.21,6.6,3.91,903.87,1494,Standard Shipping
ORD-432B1610,11/28/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,28,0,On Time,None,0.27,4.5,3.45,4872.36,7673,Standard Shipping
ORD-6212A60E,4/19/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Consumer Electronics,12,14,19,5,Late,Port Congestion,0.86,5.9,2.5,1317.62,1288,Standard Shipping
ORD-FDDD8D64,5/7/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,13,0,On Time,None,0.73,5.7,3.16,8130.14,9399,Standard Shipping
ORD-EC911BCE,5/31/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,38,0,On Time,Port Congestion,0.75,9.3,3.65,3421.68,3555,Standard Shipping
ORD-3C8C9FDB,10/20/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,14,12,0,On Time,None,0.81,1.4,1.49,5655.35,6249,Standard Shipping
ORD-4A07B75B,5/27/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.19,7.8,1.88,4409.55,7411,Standard Shipping
ORD-135364B3,11/1/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.23,7.9,5.39,5605.73,9115,Standard Shipping
ORD-0A2E60B2,8/2/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,9,12,3,Late,Severe Weather (Typhoon/Storm),0.58,8.9,2.37,3446.93,3636,Standard Shipping
ORD-D873EEA5,11/29/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,24,0,On Time,None,0.56,0.5,3.51,1350.96,1732,Standard Shipping
ORD-F3562046,2/21/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,12,0,On Time,None,0.19,5.9,4.95,3453.38,5804,Standard Shipping
ORD-FEA6C213,11/20/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,17,0,On Time,None,0.88,8.2,2.49,7016.16,7464,Standard Shipping
ORD-4941EC9D,11/8/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,36,34,0,On Time,None,0.63,4.9,5.16,8063.61,9894,Standard Shipping
ORD-1371A0E5,3/5/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,5,2,0,On Time,None,0.66,2.9,3.74,59162.4,6480,Standard Shipping
ORD-D037D3BC,10/27/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,28,0,On Time,None,0.81,7.3,3.09,8278.03,9147,Standard Shipping
ORD-64EC3A49,8/27/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,None,0.54,7.4,4.16,1734.81,2253,Standard Shipping
ORD-BDAB5012,5/28/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.85,6.3,3.18,5283.6,5712,Standard Shipping
ORD-576D63A7,9/27/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,28,0,On Time,None,0.32,2.9,2.24,538.56,816,Standard Shipping
ORD-169C9CAA,5/18/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,3,1,0,On Time,None,0.82,1.9,2.12,67487.42,6742,Standard Shipping
ORD-5EEA6318,7/26/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,6,0,On Time,None,0.7,9.9,1.52,1484.1,1746,Standard Shipping
ORD-3B91C333,12/29/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Semiconductors,28,31,42,11,Late,Geopolitical Conflict (Route Diversion),0.14,9.2,3.42,2663.5,1947,Expedited Air Freight
ORD-6109D3BD,1/24/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,29,0,On Time,None,0.13,0.4,4.56,401.15,710,Standard Shipping
ORD-6452F034,9/1/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Pharmaceuticals,35,38,33,0,On Time,None,0.84,3.7,4.85,6932.2,7535,Standard Shipping
ORD-2D8C96B4,9/28/2025,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.11,1,3.48,7991.45,1309,Standard Shipping
ORD-7832FC20,11/21/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,31,29,0,On Time,None,0.15,3.7,5.25,1991.22,3463,Standard Shipping
ORD-ABBDEF6A,8/14/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,41,16,Late,Geopolitical Conflict (Route Diversion),0.81,5,2.69,3143.62,2171,Re-routing
ORD-686607EF,1/1/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,15,13,0,On Time,None,0.13,2.7,3.83,1649.8,2920,Standard Shipping
ORD-BD9FBAA7,5/20/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,30,41,11,Late,Geopolitical Conflict (Route Diversion),0.52,1,3.24,2410.11,1982,Re-routing
ORD-9D4ED698,9/13/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,26,24,0,On Time,None,0.13,0.9,4.88,203.4,360,Standard Shipping
ORD-E0BF9856,2/10/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Semiconductors,3,6,3,0,On Time,None,0.41,4.3,2.71,48957.31,6313,Standard Shipping
ORD-2A38D0D2,1/12/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,28,0,On Time,None,0.61,8.3,4.67,7525.94,9349,Standard Shipping
ORD-A6ACEB78,12/14/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Auto Parts,35,37,35,0,On Time,None,0.49,7.5,3.02,333.76,448,Standard Shipping
ORD-4E1A16B9,4/6/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,18,0,On Time,None,0.2,8.9,3.8,688.8,1148,Standard Shipping
ORD-EE65F762,2/16/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.18,2.7,0.85,5398.5,9150,Standard Shipping
ORD-32875741,9/13/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,36,35,0,On Time,None,0.73,3.4,7.83,2471.3,2857,Standard Shipping
ORD-CE15FFCA,2/14/2025,"Santos, BR","Shanghai, CN",Commodity,Air,Pharmaceuticals,4,5,4,0,On Time,None,0.18,9.9,3.53,51147.69,7881,Standard Shipping
ORD-5FCF1CA6,9/13/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,38,35,0,On Time,None,0.19,9.7,3.7,3261.79,5482,Standard Shipping
ORD-488C7805,8/3/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Pharmaceuticals,28,31,29,0,On Time,None,0.34,9.9,3.44,3186.52,4756,Standard Shipping
ORD-AD5C3565,9/28/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,25,0,On Time,None,0.68,1.5,3.28,6587.28,7842,Standard Shipping
ORD-719E5027,3/17/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,18,0,On Time,None,0.46,7.5,4.8,4047.85,5545,Standard Shipping
ORD-EE64CA63,10/23/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Pharmaceuticals,2,3,9,6,Late,Port Congestion,0.25,6,6.47,61392.38,5412,Expedited Air Freight
ORD-63BD0B57,6/18/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,25,25,0,On Time,None,0.72,7.8,5.45,1520.48,1768,Standard Shipping
ORD-2681A503,7/1/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Pharmaceuticals,12,13,11,0,On Time,None,0.31,1.1,2.63,3575.64,5459,Standard Shipping
ORD-3977395B,1/7/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,25,0,On Time,None,0.16,1.8,2.78,1107.22,1909,Standard Shipping
ORD-4E3DDB06,3/16/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,20,18,0,On Time,None,0.38,5.5,2.97,3276.12,4748,Standard Shipping
ORD-80D8FE60,11/16/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,38,36,0,On Time,None,0.52,1.9,3.14,745.56,981,Standard Shipping
ORD-AF8B454D,12/21/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Pharmaceuticals,18,21,18,0,On Time,None,0.28,9.9,4.06,3228.8,5045,Standard Shipping
ORD-07A8D45C,5/19/2025,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,4,0,On Time,None,0.1,0.2,4.67,59241.6,9792,Standard Shipping
ORD-3C27F926,9/16/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,27,24,0,On Time,None,0.13,8.7,3.52,1236.22,2188,Standard Shipping
ORD-E55013FC,11/15/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Perishable Foods,18,19,25,6,Late,Port Congestion,0.12,6.8,5.21,5346.88,8680,Standard Shipping
ORD-D29B963E,3/2/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,29,38,9,Late,Geopolitical Conflict (Route Diversion),0.18,5.9,2.27,8852.83,9378,Re-routing
ORD-54AF7E6E,9/3/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,13,12,0,On Time,None,0.42,2.7,2.39,3496.75,4925,Standard Shipping
ORD-0B295565,10/12/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,None,0.39,3,1.7,1200.96,1728,Standard Shipping
ORD-A552B445,10/24/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,12,0,On Time,None,0.36,1.5,4.57,4337.72,6379,Standard Shipping
ORD-077D4430,10/22/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,36,36,0,On Time,None,0.12,8.6,4.47,935.76,1671,Standard Shipping
ORD-02BD3B22,6/7/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,25,24,0,On Time,None,0.67,6.5,4.75,248.83,298,Standard Shipping
ORD-FD7D6FA9,5/24/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,27,24,0,On Time,None,0.11,4.5,4.6,944.06,1701,Standard Shipping
ORD-5DAD8AB7,1/25/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,13,12,0,On Time,None,0.76,8.1,5.34,4683.36,5322,Standard Shipping
ORD-6C8ABC3D,10/3/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Pharmaceuticals,24,26,35,9,Late,Geopolitical Conflict (Route Diversion),0.21,7.1,5.4,9044.52,6229,Expedited Air Freight
ORD-FA0138DA,10/22/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,36,35,0,On Time,None,0.1,6.4,4.69,328.9,598,Standard Shipping
ORD-20329D9E,5/4/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,30,28,0,On Time,None,0.19,4.2,3.34,5533.5,9300,Standard Shipping
ORD-3F2EC439,10/3/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.72,1.2,4.39,5620.96,6536,Standard Shipping
ORD-E5F5B437,3/15/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,29,0,On Time,None,0.6,8.9,1.79,5056,6320,Standard Shipping
ORD-8A83F87F,6/20/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Raw Materials,12,14,12,0,On Time,None,0.6,4.6,4.63,4792,5990,Standard Shipping
ORD-0953FB5A,3/23/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Consumer Electronics,24,25,23,0,On Time,None,0.5,4.7,2.67,570,760,Standard Shipping
ORD-8C11188E,9/10/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,30,27,0,On Time,None,0.89,0.5,2.66,5751.27,6086,Standard Shipping
ORD-47B8AD73,2/25/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,21,18,0,On Time,None,0.33,2.7,6.37,2406.64,3619,Standard Shipping
ORD-EE09810C,6/20/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,30,0,On Time,None,0.49,4.5,1.84,595.25,799,Standard Shipping
ORD-74928B8D,3/29/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.69,5.1,3.4,4207.26,4979,Standard Shipping
ORD-0AD9E1C8,4/30/2025,"Mumbai, IN","Felixstowe, UK",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.25,2.7,3.92,4647.5,676,Standard Shipping
ORD-D44A2B15,7/13/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,36,35,0,On Time,None,0.62,5.3,1.85,7437.42,9182,Standard Shipping
ORD-913B9A13,8/8/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.29,3.8,1.99,710.14,1101,Standard Shipping
ORD-AFB7604E,3/10/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,28,0,On Time,None,0.64,5,5.1,2102.48,2564,Standard Shipping
ORD-1677CFCE,8/9/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,41,16,Late,Geopolitical Conflict (Route Diversion),0.27,3.7,3.6,1923.3,1893,Re-routing
ORD-29E9B1F0,3/20/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,14,15,1,Late,Port Congestion,0.4,3.4,3.4,5888.19,7647,Standard Shipping
ORD-EC708CFC,7/24/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,24,0,On Time,None,0.14,2.4,2.14,4164.42,7306,Standard Shipping
ORD-AF69B8AB,6/18/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Consumer Electronics,35,38,36,0,On Time,None,0.25,4,1.62,3715.62,5945,Standard Shipping
ORD-A43163A1,3/21/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,None,0.69,2.2,2.97,7619.36,9017,Standard Shipping
ORD-5DEA4653,8/19/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,30,28,0,On Time,None,0.72,2.5,4.09,3010,3500,Standard Shipping
ORD-67643503,3/16/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Perishable Foods,12,13,12,0,On Time,None,0.27,8.8,1.7,1719.58,2708,Standard Shipping
ORD-30A62357,7/30/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Raw Materials,35,38,36,0,On Time,None,0.49,3.1,2.36,1335.79,1793,Standard Shipping
ORD-7B0F6F3A,6/7/2025,"Hamburg, DE","New York, US",Atlantic,Sea,Semiconductors,12,14,12,0,On Time,None,0.54,2.7,3.03,1567.72,2036,Standard Shipping
ORD-BAA2492F,3/10/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.72,3.3,6.05,2014.98,2343,Standard Shipping
ORD-86D23DEC,4/16/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Air,Pharmaceuticals,3,6,3,0,On Time,None,0.84,1.8,3.86,33517.44,3312,Standard Shipping
ORD-E85781A1,3/22/2024,"Hamburg, DE","New York, US",Atlantic,Air,Pharmaceuticals,2,3,2,0,On Time,None,0.18,0.7,2.28,36863.2,5680,Standard Shipping
ORD-90B6BCEF,9/2/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Air,Semiconductors,2,4,2,0,On Time,None,0.84,1.4,3.51,58918.64,5822,Standard Shipping
ORD-4FAA5604,7/26/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Auto Parts,12,14,12,0,On Time,None,0.29,8.3,2.31,1096.5,1700,Standard Shipping
ORD-0F9F2D4E,3/18/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Raw Materials,28,31,27,0,On Time,None,0.56,8.4,0.23,7502.04,9618,Standard Shipping
ORD-6803002A,12/7/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,26,25,0,On Time,None,0.22,9.7,1.13,4250.48,6968,Standard Shipping
ORD-EE65B656,5/16/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,42,15,Late,Geopolitical Conflict (Route Diversion),0.79,5,3.92,7729.94,5398,Re-routing
ORD-3CCA650A,3/26/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Raw Materials,24,25,24,0,On Time,None,0.41,4.1,2.69,6507.15,9230,Standard Shipping
ORD-E8B8231B,6/18/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,30,29,0,On Time,None,0.68,7.2,3.27,4210.08,5012,Standard Shipping
ORD-B98BDCC9,2/19/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Consumer Electronics,18,19,20,1,Late,Port Congestion,0.29,9.9,3.48,4265.51,6012,Standard Shipping
ORD-18FCAE96,8/15/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,10,7,0,On Time,None,0.7,4.6,3.03,5665.25,6665,Standard Shipping
ORD-A86D1A29,10/6/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Perishable Foods,7,9,8,0,On Time,None,0.29,9.4,4.46,4974.89,7713,Standard Shipping
ORD-55777A2F,7/18/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,7,0,On Time,None,0.2,5.1,1.5,5251.2,8752,Standard Shipping
ORD-79E8D910,9/18/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Semiconductors,35,37,35,0,On Time,None,0.59,0.9,4.75,1055.76,1328,Standard Shipping
ORD-BAC1AD04,5/27/2024,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,5,3,0,On Time,None,0.56,0.4,4,38978.94,4543,Standard Shipping
ORD-54071318,5/19/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Perishable Foods,24,27,24,0,On Time,None,0.29,6.5,4.44,6411.95,9941,Standard Shipping
ORD-52089461,5/7/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Textiles,28,31,28,0,On Time,None,0.36,7.6,3.82,611.32,899,Standard Shipping
ORD-FFB600C0,3/26/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,42,16,Late,Geopolitical Conflict (Route Diversion),0.49,9,2.37,497.07,417,Re-routing
ORD-378E5C33,1/31/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,9,6,0,On Time,None,0.72,1.1,4.59,7266.14,8449,Standard Shipping
ORD-7CA9CCFF,9/3/2024,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,27,24,0,On Time,None,0.32,2.3,2.63,1109.46,1681,Standard Shipping
ORD-3C588956,8/5/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Auto Parts,18,20,18,0,On Time,None,0.17,1,1.63,1848.6,3160,Standard Shipping
ORD-52A2EAF8,4/4/2025,"Santos, BR","Shanghai, CN",Commodity,Sea,Perishable Foods,35,37,35,0,On Time,None,0.53,1.6,2.61,4285.53,5602,Standard Shipping
ORD-D4389821,10/15/2025,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,19,19,0,On Time,None,0.49,6,5.27,6582.82,8836,Standard Shipping
ORD-7447578D,2/22/2024,"Shanghai, CN","Los Angeles, US",Pacific,Air,Semiconductors,2,3,2,0,On Time,None,0.48,8.6,0.14,46072.4,5660,Standard Shipping
ORD-BF1A8DF6,8/17/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,6,0,On Time,None,0.4,2.6,3.1,5833.1,8333,Standard Shipping
ORD-291BD756,12/27/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,28,0,On Time,None,0.89,2.6,2.6,6536.57,6917,Standard Shipping
ORD-15FEEFA3,9/4/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Raw Materials,18,21,18,0,On Time,None,0.58,5.8,3.67,4913.8,6220,Standard Shipping
ORD-2D0D77A5,5/8/2024,"Santos, BR","Shanghai, CN",Commodity,Air,Semiconductors,4,6,4,0,On Time,None,0.58,5.9,0.01,13017.62,1498,Standard Shipping
ORD-CFAA2C48,7/24/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Semiconductors,18,20,20,0,On Time,None,0.58,5.5,4.11,4298.39,5441,Standard Shipping
ORD-9410752F,7/20/2024,"Hamburg, DE","New York, US",Atlantic,Sea,Textiles,12,15,17,2,Late,Port Congestion,0.17,3.5,3.49,4185.32,6504,Standard Shipping
ORD-A5B37742,2/21/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,29,28,0,On Time,None,0.52,3.3,2.63,5825.4,7665,Standard Shipping
ORD-28144A2E,1/14/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,10,7,0,On Time,None,0.32,4.1,5.02,2669.7,4045,Standard Shipping
ORD-59C11BD3,11/18/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Pharmaceuticals,7,9,7,0,On Time,None,0.75,8.1,2.57,1746.5,1996,Standard Shipping
ORD-58C46282,11/7/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,10,9,0,On Time,None,0.39,9.8,2.61,795.78,1145,Standard Shipping
ORD-03FCAD5E,12/1/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Auto Parts,24,27,24,0,On Time,None,0.27,8.3,2.72,392.43,618,Standard Shipping
ORD-490A6932,12/6/2025,"Hamburg, DE","New York, US",Atlantic,Air,Semiconductors,2,5,1,0,On Time,None,0.59,2.4,2.83,17166.43,1963,Standard Shipping
ORD-D1A3F437,8/29/2025,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Consumer Electronics,28,29,49,20,Late,Geopolitical Conflict (Route Diversion),0.23,8.5,4,7754.9,7881,Re-routing
ORD-E4AB83B3,7/21/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Perishable Foods,28,31,28,0,On Time,None,0.76,6.4,2.38,5748.16,6532,Standard Shipping
ORD-A4556909,11/20/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Consumer Electronics,7,8,7,0,On Time,None,0.31,7.2,5.69,4223.44,6448,Standard Shipping
ORD-737E11F1,1/15/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,20,18,0,On Time,None,0.53,9.8,4.32,323.6,423,Standard Shipping
ORD-9C5D2AD0,2/17/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Raw Materials,7,9,10,1,Late,Port Congestion,0.6,1.7,3.44,3382.72,3844,Standard Shipping
ORD-9B791D74,3/18/2024,"Shenzhen, CN","Rotterdam, NL",Suez,Sea,Auto Parts,28,29,28,0,On Time,None,0.5,0.4,1.56,943.5,1258,Standard Shipping
ORD-24B1C93A,7/4/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Semiconductors,7,9,15,6,Late,Severe Weather (Typhoon/Storm),0.77,4.9,0.05,7033.1,4415,Expedited Air Freight
ORD-46D62FFB,1/21/2024,"Shanghai, CN","Los Angeles, US",Pacific,Air,Pharmaceuticals,2,4,2,0,On Time,None,0.31,6.4,4.58,14698.2,2040,Standard Shipping
ORD-25BA3E44,8/31/2024,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Textiles,7,8,7,0,On Time,None,0.8,0.3,1.87,2669.4,2966,Standard Shipping
ORD-237F3AE3,4/8/2024,"Shanghai, CN","Los Angeles, US",Pacific,Sea,Textiles,18,21,18,0,On Time,None,0.39,1.7,4.37,2647.26,3809,Standard Shipping
ORD-8C844477,3/16/2024,"Santos, BR","Shanghai, CN",Commodity,Sea,Textiles,35,36,35,0,On Time,None,0.46,7.7,4.23,1827.92,2504,Standard Shipping
ORD-848764F3,6/19/2025,"Tokyo, JP","Singapore, SG",Intra-Asia,Sea,Auto Parts,7,9,7,0,On Time,None,0.49,6.9,4.19,1114.52,1496,Standard Shipping
ORD-FB2EDEAC,3/14/2025,"Mumbai, IN","Felixstowe, UK",Suez,Sea,Textiles,24,26,24,0,On Time,None,0.59,3.7,3.68,2475.63,3114,Standard Shipping
